city,timestamp,avg_speed_kmph,traffic_volume
Berlin,2024-06-22,5,1323
NYC,2024-06-14,30,4532
London,2024-07-08,5,3775
Berlin,2024-06-30,60,2606
,2024-07-02,60,1452
NYC,2024-07-18,30,2995
,2024-06-28,15,4823
,2024-07-13,60,4619
NYC,2024-06-20,5,867
,2024-06-27,30,1989
NYC,2024-06-29,30,3553
Berlin,2024-06-05,15,1054
Bangalore,2024-07-01,15,3027
,2024-07-16,15,2597
London,2024-06-20,5,4406
,2024-07-16,5,4658
,2024-06-28,15,940
London,2024-07-22,30,3876
NYC,2024-07-11,30,3825
Bangalore,2024-07-09,5,2187
Berlin,2024-07-19,30,1160
NYC,2024-06-18,30,2835
London,2024-07-08,60,3942
Bangalore,2024-06-22,15,1981
Bangalore,2024-07-26,5,4973
Bangalore,2024-06-29,5,867
Berlin,2024-06-05,5,4743
,2024-07-16,30,2742
Bangalore,2024-06-06,30,633
NYC,2024-07-01,15,1238
Bangalore,2024-06-12,30,2241
NYC,2024-06-29,30,474
NYC,2024-06-30,15,740
,2024-07-27,5,4040
,2024-06-19,30,4518
Bangalore,2024-07-11,5,2686
Berlin,2024-07-29,15,1412
Bangalore,2024-07-22,30,2339
London,2024-06-04,30,465
Bangalore,2024-06-26,30,1277
Berlin,2024-06-07,5,453
London,2024-07-14,60,3399
,2024-06-21,,4219
Bangalore,2024-06-10,5,3151
Bangalore,2024-06-23,15,4831
Berlin,2024-07-24,30,3123
NYC,2024-07-25,5,1942
NYC,2024-07-23,15,3843
,2024-07-28,60,2476
,2024-07-18,15,474
,2024-07-24,30,3317
NYC,2024-06-19,30,1625
Bangalore,2024-06-18,,4420
Bangalore,2024-06-06,30,94
Bangalore,2024-07-26,30,1164
Berlin,2024-06-25,60,3827
,2024-07-27,30,4590
Berlin,2024-07-06,5,3266
,2024-06-23,60,3924
Bangalore,2024-07-27,30,425
Berlin,2024-06-01,15,2734
Berlin,2024-06-01,60,3205
Bangalore,2024-06-20,5,3731
NYC,2024-06-10,5,4295
NYC,2024-07-08,15,4057
Berlin,2024-07-29,,3091
Berlin,2024-07-08,30,4443
,2024-07-05,5,3010
Berlin,2024-07-19,30,2520
London,2024-07-30,5,4576
Bangalore,2024-06-18,15,2795
London,2024-06-11,5,3777
Berlin,2024-07-19,30,4200
Bangalore,2024-06-09,5,2903
London,2024-07-11,180,4844
London,2024-06-25,15,2413
,2024-06-16,5,1396
Berlin,2024-07-26,30,4415
,2024-06-17,60,4555
,2024-07-04,15,503
,2024-07-12,5,3671
London,2024-06-01,15,2659
London,2024-06-29,5,4202
NYC,2024-07-15,15,4326
,2024-07-07,30,4439
,2024-06-29,15,4907
NYC,2024-06-01,5,2194
Berlin,2024-06-08,5,2877
Bangalore,2024-06-23,5,994
Bangalore,2024-07-16,5,4582
Bangalore,2024-07-11,5,2847
Berlin,2024-06-01,30,87
NYC,2024-07-13,30,4816
Berlin,2024-06-28,5,552
NYC,2024-06-04,5,4078
Berlin,2024-06-27,5,4495
,2024-06-05,15,1964
London,2024-07-10,180,2764
Bangalore,2024-06-30,60,1765
,2024-06-08,15,1176
Bangalore,2024-06-07,30,4737
Berlin,2024-06-14,5,3958
London,2024-07-07,15,1886
,2024-07-27,30,761
Bangalore,2024-06-06,60,966
Bangalore,2024-06-27,5,2544
Berlin,2024-06-06,5,3631
NYC,2024-07-23,60,4970
,2024-07-28,30,3048
,2024-07-01,30,4050
,2024-07-11,30,3707
London,2024-07-08,15,747
Bangalore,2024-07-17,30,1294
London,2024-07-13,30,4820
,2024-06-26,5,1420
,2024-07-03,5,3878
Berlin,2024-06-03,15,4741
Berlin,2024-06-09,15,4614
Berlin,2024-07-13,60,4077
,2024-06-17,15,4243
,2024-06-29,15,4379
Berlin,2024-06-30,15,4480
Berlin,2024-06-08,5,3040
,2024-07-12,5,4517
,2024-06-05,5,1917
London,2024-07-28,30,401
Bangalore,2024-07-05,30,4922
Bangalore,2024-06-05,15,1428
Bangalore,2024-07-28,60,221
Berlin,2024-07-06,30,4144
Bangalore,2024-07-27,5,1595
Bangalore,2024-06-18,15,4030
Berlin,2024-06-26,30,2357
NYC,2024-06-12,30,949
Bangalore,2024-07-02,15,2084
NYC,2024-07-14,15,1609
NYC,2024-06-22,5,2746
London,2024-06-12,15,1461
London,2024-07-01,5,4466
NYC,2024-07-19,60,1088
Bangalore,2024-07-28,60,2866
Berlin,2024-07-16,15,3431
London,2024-06-29,15,2606
Bangalore,2024-07-04,180,896
London,2024-06-25,60,2546
Bangalore,2024-06-18,15,310
Berlin,2024-07-29,15,1851
,2024-06-18,15,921
Bangalore,2024-06-26,5,3593
,2024-07-30,5,4074
London,2024-06-09,15,4926
,2024-07-15,15,3927
NYC,2024-07-27,5,4121
,2024-06-15,15,4224
Bangalore,2024-07-20,180,2833
London,2024-06-23,5,1002
NYC,2024-07-24,30,4869
London,2024-06-13,5,1279
London,2024-06-15,5,3729
Bangalore,2024-06-12,60,4387
London,2024-06-15,30,3908
,2024-07-27,5,1416
Bangalore,2024-07-24,30,917
Bangalore,2024-06-04,15,417
Berlin,2024-06-25,5,4511
,2024-07-22,15,497
Bangalore,2024-06-13,15,4994
Berlin,2024-06-12,15,4556
Bangalore,2024-06-22,15,1287
,2024-06-28,180,2427
NYC,2024-06-27,,1584
NYC,2024-07-02,5,2832
NYC,2024-07-09,30,752
Bangalore,2024-06-07,30,110
London,2024-06-26,30,3959
Berlin,2024-06-05,30,2078
NYC,2024-07-15,15,4067
London,2024-06-21,15,2433
NYC,2024-06-01,,3606
Berlin,2024-06-30,30,2856
NYC,2024-07-10,30,4561
London,2024-07-12,15,4648
NYC,2024-06-08,60,3762
Berlin,2024-06-30,5,4233
London,2024-06-28,15,2818
Berlin,2024-06-07,5,2733
,2024-07-04,5,4698
London,2024-06-14,5,1401
London,2024-07-12,15,858
London,2024-07-09,60,1232
London,2024-06-08,30,1970
NYC,2024-06-10,30,2294
London,2024-07-10,30,103
London,2024-07-19,30,4566
NYC,2024-07-26,30,4780
NYC,2024-06-07,60,3130
London,2024-06-29,5,2021
,2024-06-28,30,206
,2024-07-02,60,1678
NYC,2024-07-25,30,2065
Berlin,2024-07-01,180,1696
London,2024-06-11,30,4367
Bangalore,2024-06-21,15,3025
Bangalore,2024-06-30,60,1917
Berlin,2024-07-08,15,1611
London,2024-06-30,30,4238
,2024-07-15,15,1196
,2024-06-09,5,3897
Berlin,2024-06-08,5,3030
,2024-07-22,30,265
Bangalore,2024-07-02,15,4171
London,2024-07-29,30,1147
,2024-07-18,15,345
Berlin,2024-06-20,30,2970
Berlin,2024-06-24,15,4456
NYC,2024-06-03,30,1501
Bangalore,2024-06-12,5,4765
NYC,2024-07-03,5,4492
Bangalore,2024-07-09,15,321
Bangalore,2024-06-25,15,3923
London,2024-07-09,60,4168
Berlin,2024-06-30,,1428
Berlin,2024-07-21,15,904
Bangalore,2024-06-08,30,2876
NYC,2024-07-13,15,2116
,2024-07-27,5,4077
Bangalore,2024-06-23,5,1236
,2024-06-02,30,3664
London,2024-07-10,15,2832
,2024-06-13,15,3593
Berlin,2024-06-25,5,1686
,2024-06-13,15,678
Bangalore,2024-07-11,15,875
Berlin,2024-07-21,15,3945
,2024-07-07,30,2613
Bangalore,2024-06-26,30,3217
Bangalore,2024-06-10,30,91
Bangalore,2024-07-13,15,4480
,2024-07-26,30,1849
Berlin,2024-06-05,60,2880
London,2024-07-16,15,1332
,2024-06-18,15,4425
London,2024-06-25,5,54
,2024-07-27,15,1467
Bangalore,2024-07-18,60,298
London,2024-06-26,5,3238
NYC,2024-07-16,5,1800
Berlin,2024-06-12,15,1089
London,2024-07-20,15,1715
Berlin,2024-07-26,5,3993
Berlin,2024-06-22,180,394
,2024-07-04,30,2878
Berlin,2024-07-07,15,2520
,2024-06-06,15,1628
Bangalore,2024-06-08,30,2365
NYC,2024-06-01,30,589
London,2024-06-30,60,4607
Berlin,2024-06-15,60,873
NYC,2024-07-07,30,4098
London,2024-07-25,5,2956
Bangalore,2024-06-27,30,1487
Berlin,2024-06-06,5,1841
NYC,2024-06-13,5,3505
London,2024-06-11,30,3038
,2024-06-01,5,1098
Berlin,2024-07-13,30,2290
London,2024-06-26,5,1861
Berlin,2024-06-30,15,986
NYC,2024-07-08,60,2779
London,2024-07-02,5,2158
Berlin,2024-06-12,60,4385
Bangalore,2024-06-09,15,883
Bangalore,2024-06-25,5,1956
Berlin,2024-07-08,15,889
Bangalore,2024-06-05,30,963
London,2024-07-28,30,56
London,2024-06-09,30,3110
,2024-06-03,5,2792
,2024-07-17,15,224
Bangalore,2024-06-15,5,2235
NYC,2024-06-02,,1350
,2024-06-25,180,4631
NYC,2024-07-09,30,561
Berlin,2024-06-05,15,4781
NYC,2024-06-16,15,4155
London,2024-07-22,30,3940
London,2024-06-03,30,2200
Berlin,2024-06-13,30,3782
NYC,2024-06-17,5,3686
NYC,2024-06-22,60,4058
Berlin,2024-06-16,15,1145
,2024-07-26,5,3601
Bangalore,2024-06-01,30,774
,2024-06-16,30,1001
Berlin,2024-07-01,5,3503
Bangalore,2024-06-01,15,3283
Bangalore,2024-06-15,60,2631
,2024-07-29,60,2199
London,2024-07-07,60,873
,2024-06-22,15,948
Berlin,2024-06-15,30,4877
Bangalore,2024-07-14,15,1190
Berlin,2024-07-02,15,141
,2024-06-20,60,2068
,2024-06-05,15,523
Bangalore,2024-06-18,15,2756
London,2024-07-12,30,2798
,2024-06-20,15,1789
NYC,2024-07-12,5,2526
London,2024-07-20,15,4176
Berlin,2024-06-23,5,123
NYC,2024-06-20,180,143
NYC,2024-06-08,15,2111
NYC,2024-07-24,15,3084
NYC,2024-06-25,30,1104
Berlin,2024-06-23,30,4115
Bangalore,2024-06-16,15,3124
NYC,2024-07-15,30,3693
Bangalore,2024-07-10,60,3685
London,2024-06-25,5,3358
NYC,2024-07-07,15,717
Berlin,2024-06-01,15,2171
NYC,2024-07-05,180,3291
,2024-07-12,5,885
London,2024-06-23,60,609
NYC,2024-07-14,60,3734
NYC,2024-06-27,5,3056
London,2024-06-28,30,3584
London,2024-06-30,30,161
Bangalore,2024-07-12,15,4753
NYC,2024-06-25,15,2949
,2024-06-06,15,3590
London,2024-06-29,30,1036
NYC,2024-07-15,15,219
NYC,2024-07-25,5,1005
,2024-07-06,15,4350
London,2024-07-29,60,4345
London,2024-06-16,,2681
Berlin,2024-07-25,30,1661
NYC,2024-07-09,15,3384
London,2024-06-01,15,1922
,2024-07-06,,1582
,2024-07-30,30,743
Bangalore,2024-07-24,5,2977
Bangalore,2024-06-05,5,4036
NYC,2024-06-14,15,4395
London,2024-07-29,60,2648
Bangalore,2024-06-20,180,4365
,2024-06-06,5,2667
,2024-07-19,5,1523
,2024-07-18,5,4874
,2024-07-23,60,3849
Bangalore,2024-07-03,15,565
NYC,2024-06-15,5,3708
Bangalore,2024-06-26,60,4174
,2024-07-12,5,1150
,2024-06-05,5,4782
London,2024-06-20,180,425
Bangalore,2024-07-20,15,831
NYC,2024-06-05,15,1156
Berlin,2024-07-15,30,2399
,2024-06-26,15,2455
London,2024-07-08,60,3179
NYC,2024-07-06,15,1383
,2024-06-27,5,2514
Berlin,2024-06-26,30,2528
Bangalore,2024-07-12,15,841
,2024-06-04,,2138
Bangalore,2024-07-01,60,1946
Berlin,2024-06-09,30,4159
Bangalore,2024-07-01,30,4168
Berlin,2024-06-15,15,713
London,2024-07-30,15,2182
London,2024-06-13,30,718
Bangalore,2024-06-01,30,2756
Berlin,2024-06-03,60,3742
Berlin,2024-07-08,5,4804
NYC,2024-06-23,60,2648
London,2024-06-16,60,426
Berlin,2024-07-10,60,4643
Berlin,2024-06-12,30,3318
London,2024-07-02,15,1546
Berlin,2024-06-12,15,3927
London,2024-07-06,30,4242
NYC,2024-07-28,15,4043
NYC,2024-06-29,5,2409
London,2024-06-22,15,1124
London,2024-07-20,30,1443
Bangalore,2024-07-13,15,1960
Bangalore,2024-06-03,30,3605
Berlin,2024-06-07,5,3190
Berlin,2024-07-25,15,3662
London,2024-07-16,5,4430
Berlin,2024-06-28,15,380
,2024-06-04,15,3990
NYC,2024-06-27,60,124
Bangalore,2024-06-04,5,1633
Bangalore,2024-06-08,5,95
London,2024-06-16,15,724
London,2024-07-10,15,3888
NYC,2024-06-26,15,4567
NYC,2024-06-21,5,3078
,2024-06-27,15,993
Berlin,2024-06-05,180,2827
NYC,2024-06-28,5,3288
Berlin,2024-06-02,30,116
Bangalore,2024-06-02,30,2083
Berlin,2024-07-15,30,192
NYC,2024-07-05,30,3814
,2024-06-09,30,4258
,2024-07-17,60,2662
Berlin,2024-07-09,30,413
NYC,2024-06-17,30,2540
NYC,2024-06-24,30,4208
London,2024-07-05,60,169
Berlin,2024-07-05,15,2864
,2024-07-19,30,499
Bangalore,2024-07-13,15,1742
Berlin,2024-07-08,15,4469
Berlin,2024-06-02,60,250
Bangalore,2024-06-14,15,2749
Bangalore,2024-07-15,60,1498
,2024-07-08,5,1692
Berlin,2024-07-22,30,3893
Bangalore,2024-07-29,60,3249
,2024-06-01,60,3572
Berlin,2024-07-16,30,1741
,2024-06-03,15,3164
London,2024-06-23,5,1509
Berlin,2024-06-22,5,3844
Bangalore,2024-06-16,15,1204
Berlin,2024-07-09,30,2248
NYC,2024-06-04,5,3047
NYC,2024-06-05,15,2572
Berlin,2024-07-13,60,2894
London,2024-07-05,5,3328
Bangalore,2024-07-01,30,2290
London,2024-07-10,15,3403
,2024-07-08,60,1190
Berlin,2024-07-17,30,3506
Bangalore,2024-07-30,15,2496
,2024-07-25,5,78
NYC,2024-07-24,15,2644
,2024-07-23,30,835
Berlin,2024-07-10,60,1866
,2024-07-26,30,2859
Bangalore,2024-06-16,15,2629
,2024-06-22,15,1975
,2024-07-12,60,305
London,2024-06-14,30,919
Berlin,2024-07-17,5,3814
Bangalore,2024-06-21,5,2272
,2024-06-04,15,4858
,2024-06-04,60,2836
NYC,2024-07-19,30,1217
London,2024-06-23,30,2586
,2024-06-28,5,2447
Bangalore,2024-07-04,15,1773
NYC,2024-07-28,15,3323
Berlin,2024-06-29,5,188
,2024-06-22,5,1753
NYC,2024-06-08,15,4702
London,2024-06-04,5,440
Bangalore,2024-06-07,15,342
Berlin,2024-07-14,15,3940
Bangalore,2024-06-16,5,1081
Bangalore,2024-06-24,15,2238
Bangalore,2024-06-15,15,4838
Bangalore,2024-07-27,5,1477
London,2024-07-04,30,1336
Bangalore,2024-06-29,5,4767
Bangalore,2024-07-05,60,150
NYC,2024-07-09,30,1611
,2024-07-19,60,390
,2024-07-16,5,129
NYC,2024-07-16,60,1147
Bangalore,2024-07-29,30,3316
NYC,2024-06-17,5,1448
Berlin,2024-06-08,60,3891
Berlin,2024-06-13,5,4439
London,2024-07-19,15,4205
Berlin,2024-07-04,30,2409
London,2024-07-14,5,2900
Bangalore,2024-07-24,15,2946
Berlin,2024-06-30,5,2125
Berlin,2024-07-04,5,3204
NYC,2024-06-15,30,1581
NYC,2024-07-23,30,3338
Berlin,2024-07-22,180,3419
NYC,2024-06-04,5,1320
,2024-07-28,5,3294
NYC,2024-06-22,15,2472
Berlin,2024-06-27,5,819
London,2024-06-28,30,1547
Bangalore,2024-06-25,5,2442
NYC,2024-06-25,5,1661
Berlin,2024-07-24,15,648
London,2024-07-03,60,502
,2024-06-02,15,3727
NYC,2024-06-11,15,3945
Bangalore,2024-06-15,5,3592
NYC,2024-06-12,60,4515
London,2024-06-14,60,1330
Berlin,2024-06-17,5,2172
Berlin,2024-07-09,30,3498
London,2024-07-08,15,4150
,2024-07-15,15,450
NYC,2024-07-24,15,4957
NYC,2024-06-25,30,3048
London,2024-06-15,60,1010
Berlin,2024-07-17,,4042
,2024-06-27,30,752
London,2024-06-13,60,76
NYC,2024-07-18,60,3211
Berlin,2024-07-18,30,2052
,2024-07-01,30,3002
Bangalore,2024-07-29,5,1735
Bangalore,2024-07-20,15,805
Bangalore,2024-07-09,30,1990
NYC,2024-07-20,60,1124
Berlin,2024-07-22,5,193
Bangalore,2024-06-02,15,2005
,2024-07-07,60,4340
NYC,2024-07-21,30,2397
Berlin,2024-07-07,30,2927
,2024-06-02,5,958
Berlin,2024-06-24,30,3868
Berlin,2024-06-12,5,1758
London,2024-07-30,60,1751
,2024-07-06,60,3666
Bangalore,2024-07-16,5,1767
Berlin,2024-06-16,5,97
,2024-06-06,30,4667
NYC,2024-06-01,5,3298
London,2024-07-08,60,2332
Berlin,2024-06-16,15,3314
Bangalore,2024-07-15,30,1440
NYC,2024-07-26,60,3118
London,2024-07-05,30,4463
,2024-07-17,5,4808
London,2024-06-20,180,367
Bangalore,2024-07-23,5,2419
NYC,2024-07-14,15,3212
London,2024-06-25,30,3876
Bangalore,2024-07-30,30,1497
Berlin,2024-07-01,60,738
London,2024-06-21,5,3954
,2024-07-14,60,3424
,2024-06-19,5,3188
Bangalore,2024-07-08,60,1097
,2024-07-14,30,344
,2024-07-12,15,4874
NYC,2024-07-07,5,2487
NYC,2024-07-18,60,2632
Berlin,2024-07-28,15,3932
NYC,2024-06-22,15,4413
Bangalore,2024-06-27,15,4340
Bangalore,2024-06-23,5,1631
NYC,2024-07-24,60,2923
Bangalore,2024-06-05,30,1430
Bangalore,2024-06-20,15,1692
Berlin,2024-07-05,5,3925
NYC,2024-07-13,15,4192
,2024-06-04,60,758
NYC,2024-06-12,5,2847
Berlin,2024-07-28,30,4509
Bangalore,2024-07-30,5,4711
Bangalore,2024-06-25,15,2158
London,2024-06-24,60,1289
Berlin,2024-06-24,180,1626
London,2024-06-11,30,1237
NYC,2024-06-29,15,3176
Bangalore,2024-07-20,30,898
Bangalore,2024-06-07,30,235
Bangalore,2024-07-14,30,3192
NYC,2024-07-08,5,2348
Bangalore,2024-07-08,30,4834
,2024-06-22,5,1508
Bangalore,2024-06-22,30,2856
NYC,2024-07-30,60,3491
London,2024-06-19,15,2560
Berlin,2024-06-28,5,1360
London,2024-06-12,15,2283
Bangalore,2024-06-01,60,3097
London,2024-06-01,30,4164
London,2024-06-02,15,2129
NYC,2024-06-24,30,3556
NYC,2024-07-18,30,3647
,2024-06-03,15,3118
NYC,2024-07-06,5,2811
Bangalore,2024-06-06,30,4298
Bangalore,2024-06-14,15,4871
London,2024-06-03,180,1676
Bangalore,2024-07-23,5,1448
Berlin,2024-06-30,15,2983
Bangalore,2024-06-13,15,1104
Berlin,2024-07-01,180,4234
,2024-07-24,60,1952
Bangalore,2024-06-29,5,3272
Berlin,2024-07-05,5,1759
,2024-07-20,30,4805
NYC,2024-07-30,30,2271
,2024-06-10,15,1118
London,2024-07-20,60,51
NYC,2024-06-07,15,3746
Berlin,2024-07-14,60,4701
Berlin,2024-07-03,15,2776
NYC,2024-07-19,60,544
Bangalore,2024-07-14,15,3671
Berlin,2024-07-23,30,3528
NYC,2024-06-20,15,3309
Bangalore,2024-06-08,60,4043
London,2024-06-29,60,1044
London,2024-07-30,5,502
Berlin,2024-06-11,15,4149
London,2024-06-06,30,941
Bangalore,2024-06-23,30,4279
,2024-06-02,,1237
London,2024-07-26,60,4241
Berlin,2024-07-17,60,1914
Bangalore,2024-06-20,15,4141
Berlin,2024-07-26,30,392
NYC,2024-07-16,15,4517
,2024-07-26,15,1299
NYC,2024-06-10,30,3671
,2024-07-18,60,4378
NYC,2024-06-24,30,4432
Berlin,2024-07-26,5,3336
Bangalore,2024-06-09,5,4713
Bangalore,2024-06-19,15,3902
London,2024-07-09,60,4768
Berlin,2024-06-05,5,1538
NYC,2024-06-24,5,4246
Berlin,2024-07-18,30,4786
NYC,2024-07-12,5,2020
,2024-07-29,30,3369
London,2024-07-17,30,3471
Bangalore,2024-07-23,15,4133
,2024-07-02,15,345
London,2024-07-21,15,825
Berlin,2024-07-22,180,586
Bangalore,2024-07-22,5,1738
Berlin,2024-07-20,30,3036
NYC,2024-07-21,15,186
NYC,2024-07-22,15,4418
NYC,2024-07-26,5,854
,2024-06-11,5,4624
London,2024-06-27,30,951
,2024-06-26,5,3429
Berlin,2024-07-28,5,410
NYC,2024-06-06,5,1357
London,2024-06-07,5,4533
NYC,2024-06-16,5,4187
Berlin,2024-06-27,5,598
Bangalore,2024-06-15,,293
,2024-06-27,15,2027
NYC,2024-06-22,15,2010
Berlin,2024-06-07,5,3379
,2024-07-07,180,2261
Bangalore,2024-06-11,60,4913
Berlin,2024-06-05,15,732
,2024-06-22,30,1619
NYC,2024-06-09,30,4630
Bangalore,2024-06-13,15,4424
Berlin,2024-07-11,15,2376
London,2024-07-24,60,4771
NYC,2024-06-24,15,2867
,2024-06-17,15,3208
,2024-07-11,30,3667
,2024-07-09,30,1515
London,2024-06-29,15,3345
London,2024-06-03,5,3172
NYC,2024-06-05,5,4940
Bangalore,2024-06-16,30,532
London,2024-06-22,60,4446
Bangalore,2024-07-15,60,3082
Bangalore,2024-07-27,5,4036
Berlin,2024-06-28,60,1226
NYC,2024-06-29,30,4362
,2024-07-27,15,2423
Berlin,2024-07-16,180,3024
London,2024-06-17,15,4684
NYC,2024-07-14,180,220
Bangalore,2024-07-10,30,4748
Bangalore,2024-07-21,15,2832
,2024-07-01,15,4233
Bangalore,2024-06-05,30,2665
Bangalore,2024-06-29,5,1157
NYC,2024-06-22,60,3736
Berlin,2024-07-22,15,1400
Berlin,2024-07-03,15,1161
NYC,2024-06-20,60,1033
NYC,2024-06-21,15,1779
Berlin,2024-07-01,30,4185
Berlin,2024-07-18,5,3626
Bangalore,2024-07-05,30,1524
Bangalore,2024-07-20,30,194
NYC,2024-07-28,60,232
NYC,2024-06-25,30,1653
London,2024-06-20,5,836
Bangalore,2024-06-18,15,4662
NYC,2024-07-02,60,838
Bangalore,2024-07-05,30,711
Bangalore,2024-07-13,30,2120
Bangalore,2024-06-07,60,2300
Berlin,2024-07-01,30,592
London,2024-06-04,15,4099
London,2024-06-14,60,2572
Bangalore,2024-06-30,15,4201
Bangalore,2024-06-19,60,2551
,2024-06-18,5,949
London,2024-07-05,60,3049
,2024-07-19,15,390
London,2024-06-14,5,2463
Berlin,2024-07-16,5,2259
Bangalore,2024-06-06,60,3262
NYC,2024-06-29,5,4154
,2024-07-13,5,183
,2024-07-15,30,4477
,2024-06-19,5,1993
,2024-06-27,15,295
Bangalore,2024-07-11,5,704
,2024-07-22,15,1591
,2024-07-02,5,302
,2024-07-24,15,4310
,2024-07-03,30,1593
Berlin,2024-07-03,5,561
,2024-06-11,60,2918
London,2024-07-15,15,1053
Bangalore,2024-07-01,5,123
,2024-06-01,15,520
,2024-07-20,60,3566
,2024-07-10,15,2663
,2024-06-23,30,2018
London,2024-07-05,15,3576
NYC,2024-07-11,5,3109
,2024-06-20,15,4324
Bangalore,2024-06-13,180,639
Berlin,2024-06-30,15,4179
Bangalore,2024-07-14,30,3511
,2024-06-17,30,4600
,2024-06-14,5,1971
,2024-06-22,60,4884
Berlin,2024-06-19,60,4483
,2024-07-05,15,690
,2024-06-30,30,4045
Bangalore,2024-06-03,15,4651
,2024-07-14,15,2203
Berlin,2024-06-29,15,1116
London,2024-07-16,30,740
,2024-06-15,5,3115
NYC,2024-07-23,5,170
NYC,2024-07-13,15,4529
Berlin,2024-06-14,30,4518
NYC,2024-07-17,15,1214
Berlin,2024-07-02,5,2052
London,2024-07-11,15,3332
London,2024-07-29,60,1765
NYC,2024-07-01,15,3655
London,2024-06-09,60,1743
Bangalore,2024-07-06,5,1967
London,2024-07-01,5,3977
Berlin,2024-07-19,30,4896
,2024-07-30,30,863
NYC,2024-06-14,30,2703
Berlin,2024-06-18,15,1848
Bangalore,2024-06-22,180,4238
NYC,2024-06-05,60,2536
,2024-07-20,60,1467
NYC,2024-07-17,30,2862
,2024-06-12,5,1132
Bangalore,2024-06-07,15,2895
NYC,2024-07-23,5,1948
NYC,2024-07-22,5,4416
NYC,2024-06-20,5,3592
London,2024-06-30,60,2231
Berlin,2024-07-01,30,2086
Berlin,2024-06-27,5,1643
Bangalore,2024-06-25,60,1983
NYC,2024-07-18,30,543
Bangalore,2024-07-14,5,2470
NYC,2024-06-13,15,1120
Bangalore,2024-07-22,15,4427
Berlin,2024-06-12,5,2290
London,2024-06-25,15,3471
London,2024-06-09,,4642
,2024-06-26,5,2457
London,2024-06-21,15,3857
London,2024-06-03,30,4198
Berlin,2024-07-03,15,1200
Bangalore,2024-06-28,15,4933
Bangalore,2024-07-29,60,1350
NYC,2024-07-24,30,635
NYC,2024-07-30,5,2251
Bangalore,2024-07-08,15,2594
Berlin,2024-06-26,60,1565
Bangalore,2024-06-08,,2838
London,2024-06-01,15,3950
Bangalore,2024-07-10,30,87
NYC,2024-06-15,5,2185
London,2024-07-30,15,2908
Bangalore,2024-07-16,30,4505
,2024-06-20,15,1192
Bangalore,2024-07-26,30,3907
,2024-07-19,30,2467
Berlin,2024-07-28,15,885
,2024-06-12,5,1489
,2024-06-20,60,4838
NYC,2024-07-02,60,494
Bangalore,2024-06-18,5,2866
,2024-07-22,30,3931
Bangalore,2024-07-08,15,3466
Bangalore,2024-06-01,60,4236
Bangalore,2024-06-24,30,2304
Bangalore,2024-06-30,30,1828
NYC,2024-07-18,5,4458
Bangalore,2024-06-16,15,1803
NYC,2024-07-04,5,4190
London,2024-07-04,30,2573
NYC,2024-06-18,30,2860
Bangalore,2024-07-25,30,3349
,2024-06-12,5,4177
Berlin,2024-06-13,15,4195
Berlin,2024-07-12,60,1968
London,2024-07-02,30,2784
NYC,2024-06-14,15,4649
London,2024-07-28,5,4655
Berlin,2024-06-07,30,3835
,2024-06-14,30,1516
NYC,2024-06-19,60,2471
,2024-07-24,15,1862
NYC,2024-06-30,60,4184
Berlin,2024-06-09,15,1430
NYC,2024-07-28,5,3439
,2024-06-11,5,88
London,2024-07-14,60,3790
London,2024-07-30,30,4727
NYC,2024-07-07,30,3954
Berlin,2024-07-10,60,3275
,2024-06-29,15,1618
London,2024-06-14,15,2349
,2024-06-20,15,1357
,2024-06-16,30,736
London,2024-07-23,5,3375
Berlin,2024-06-17,5,4830
London,2024-06-17,15,1968
NYC,2024-07-04,5,747
London,2024-07-29,30,2370
London,2024-06-11,15,819
London,2024-07-10,5,1745
London,2024-06-15,30,1431
,2024-07-15,5,1491
London,2024-06-04,30,884
Berlin,2024-06-23,5,4721
Bangalore,2024-06-21,15,166
Bangalore,2024-07-11,5,1796
Bangalore,2024-06-01,60,2692
London,2024-07-03,30,4429
Bangalore,2024-06-17,15,1021
,2024-07-12,60,4733
Berlin,2024-07-11,30,1547
London,2024-07-08,60,4320
Berlin,2024-06-04,60,3756
Bangalore,2024-06-15,5,1599
Berlin,2024-07-29,30,2854
NYC,2024-06-09,30,4293
NYC,2024-06-12,5,1586
Bangalore,2024-07-05,15,1098
,2024-07-29,5,369
Bangalore,2024-06-21,30,1771
London,2024-06-18,5,1448
Berlin,2024-06-28,15,3862
London,2024-07-09,15,3851
,2024-07-11,30,2408
Bangalore,2024-07-30,30,4800
London,2024-06-17,5,3324
London,2024-06-20,15,379
Bangalore,2024-07-17,15,2532
Berlin,2024-06-25,5,202
,2024-06-20,15,4767
Bangalore,2024-06-07,30,3103
,2024-07-22,5,107
,2024-07-29,15,4187
Bangalore,2024-07-24,30,439
Bangalore,2024-06-10,30,2145
NYC,2024-06-11,15,4329
NYC,2024-07-08,15,4675
Bangalore,2024-07-20,15,4849
London,2024-07-20,15,3566
NYC,2024-06-27,5,1303
,2024-06-26,30,4395
NYC,2024-07-25,,1983
Berlin,2024-07-01,15,4142
Bangalore,2024-07-10,15,3000
Berlin,2024-06-21,30,2996
London,2024-07-24,15,1531
Bangalore,2024-06-25,180,81
,2024-06-03,15,2616
London,2024-06-28,5,3663
Bangalore,2024-07-07,15,711
Berlin,2024-06-23,5,3636
,2024-07-30,15,4055
London,2024-07-07,5,579
,2024-07-16,60,484
